original_row_id,component_id,lot_id,component_type,manufacturer,temperature_C,voltage_V,value_0h,value_24h,value_96h,value_168h,failure_label,change_0h_24h,change_24h_96h,change_96h_168h,overall_change_0h_168h,percentage_change,drift_rate,unusual_trajectory,data_quality_flags,data_quality_status,is_valid_for_ml
9432,C09433,LOT_03,TYPE_C,MFG_C,126.16,5.0,11.483,11.531,11.388,12.079,0,0.04800000000000004,-0.14300000000000068,0.6910000000000007,0.5960000000000001,5.190281285378386,0.003547619047619048,False,NONE,VALID,TRUE
9433,C09434,LOT_12,TYPE_A,MFG_A,126.88,5.0,10.551,12.123,15.875,23.91,0,1.5719999999999992,3.7520000000000007,8.035,13.359,126.61359112880295,0.07951785714285714,False,NONE,VALID,TRUE
9434,C09435,LOT_08,TYPE_C,MFG_B,126.52,5.5,11.229,12.023,12.468,74.973,1,0.7940000000000005,0.4450000000000003,62.504999999999995,63.744,567.6729895805504,0.37942857142857145,True,NONE,VALID,TRUE
9435,C09436,LOT_05,TYPE_A,MFG_B,127.76,5.0,9.211,8.968,9.381,9.349,0,-0.24300000000000033,0.41300000000000026,-0.03200000000000003,0.1379999999999999,1.4982086635544447,0.0008214285714285708,False,NONE,VALID,TRUE
9436,C09437,LOT_14,TYPE_A,MFG_B,126.66,3.3,11.658,12.314,9.642,13.735,0,0.6560000000000006,-2.6720000000000006,4.093,2.077,17.81609195402299,0.012363095238095237,False,NONE,VALID,TRUE
9437,C09438,LOT_05,TYPE_A,MFG_C,123.83,5.0,8.793,8.884,9.054,9.283,0,0.09100000000000108,0.16999999999999993,0.2289999999999992,0.4900000000000002,5.572614579779374,0.002916666666666668,False,NONE,VALID,TRUE
9438,C09439,LOT_19,TYPE_A,MFG_A,122.44,5.0,11.529,12.63,14.791,18.935,0,1.1010000000000009,2.1609999999999996,4.143999999999998,7.405999999999999,64.23800850030356,0.04408333333333333,False,NONE,VALID,TRUE
9439,C09440,LOT_17,TYPE_A,MFG_A,124.94,5.0,10.216,10.273,10.766,10.533,0,0.057000000000000384,0.4930000000000003,-0.23300000000000054,0.31700000000000017,3.1029757243539566,0.0018869047619047628,False,NONE,VALID,TRUE
9440,C09441,LOT_16,TYPE_C,MFG_A,125.35,5.0,9.897,10.362,10.306,10.532,0,0.46499999999999986,-0.05600000000000094,0.22600000000000087,0.6349999999999998,6.416085682530056,0.0037797619047619034,False,NONE,VALID,TRUE
9441,C09442,LOT_02,TYPE_B,MFG_B,123.32,3.3,10.102,10.595,10.903,11.418,0,0.4930000000000003,0.30799999999999983,0.5149999999999988,1.315999999999999,13.02712334191248,0.007833333333333328,False,NONE,VALID,TRUE
9442,C09443,LOT_20,TYPE_C,MFG_A,123.52,5.0,11.155,11.245,11.767,84.806,1,0.08999999999999986,0.5220000000000002,73.039,73.651,660.2510085163603,0.4383988095238095,True,NONE,VALID,TRUE
9443,C09444,LOT_10,TYPE_A,MFG_A,122.31,5.0,9.688,13.06,20.442,33.86,1,3.372,7.382,13.418,24.171999999999997,249.50454170107346,0.14388095238095236,False,NONE,VALID,TRUE
9444,C09445,LOT_15,TYPE_B,MFG_A,122.86,5.0,10.812,10.68,11.106,11.542,0,-0.13199999999999967,0.42600000000000016,0.43599999999999994,0.7300000000000004,6.751757306696268,0.004345238095238098,False,NONE,VALID,TRUE
9445,C09446,LOT_04,TYPE_A,MFG_B,124.67,5.5,10.393,14.742,28.044,40.572,1,4.349,13.302,12.528000000000002,30.179000000000002,290.3781391321082,0.17963690476190478,True,NONE,VALID,TRUE
9446,C09447,LOT_16,TYPE_B,MFG_B,126.59,3.3,8.572,10.183,14.85,20.091,1,1.6110000000000007,4.667,5.241000000000001,11.519000000000002,134.37937470835283,0.0685654761904762,False,NONE,VALID,TRUE
9447,C09448,LOT_07,TYPE_A,MFG_A,125.5,5.0,10.953,11.221,11.335,11.969,0,0.2680000000000007,0.11400000000000077,0.6339999999999986,1.016,9.275997443622753,0.006047619047619047,False,NONE,VALID,TRUE
9448,C09449,LOT_15,TYPE_B,MFG_C,125.98,5.5,11.012,10.63,10.812,11.294,0,-0.3819999999999997,0.1819999999999986,0.4820000000000011,0.28200000000000003,2.560842717035961,0.0016785714285714288,False,NONE,VALID,TRUE
9449,C09450,LOT_06,TYPE_B,MFG_B,127.19,5.0,13.27,13.447,13.688,14.308,0,0.1769999999999996,0.24100000000000144,0.6199999999999992,1.0380000000000003,7.822155237377546,0.00617857142857143,False,NONE,VALID,TRUE
9450,C09451,LOT_19,TYPE_A,MFG_A,123.85,5.0,11.574,11.688,12.19,11.858,0,0.11400000000000077,0.5019999999999989,-0.33199999999999896,0.2840000000000007,2.4537757041645127,0.0016904761904761947,False,NONE,VALID,TRUE
9451,C09452,LOT_15,TYPE_A,MFG_A,123.55,5.5,9.057,9.297,9.32,9.923,0,0.2400000000000002,0.022999999999999687,0.6029999999999998,0.8659999999999997,9.56166501048912,0.0051547619047619024,False,NONE,VALID,TRUE
9452,C09453,LOT_10,TYPE_B,MFG_A,124.93,3.3,9.815,7.537,10.17,8.029,0,-2.2779999999999996,2.633,-2.141,-1.7859999999999996,-18.1966377992868,-0.010630952380952378,False,NONE,VALID,TRUE
9453,C09454,LOT_10,TYPE_A,MFG_A,123.36,5.0,9.423,9.698,10.075,10.591,0,0.27500000000000036,0.3769999999999989,0.516,1.1679999999999993,12.395203226148777,0.006952380952380948,False,NONE,VALID,TRUE
9454,C09455,LOT_01,TYPE_B,MFG_B,123.88,5.0,12.516,13.464,18.011,22.375,0,0.9480000000000004,4.546999999999999,4.364000000000001,9.859,78.77117289868968,0.05868452380952381,False,NONE,VALID,TRUE
9455,C09456,LOT_06,TYPE_B,MFG_C,122.76,3.3,12.741,12.729,13.197,13.627,0,-0.012000000000000455,0.46799999999999997,0.4300000000000015,0.886000000000001,6.953928263087677,0.00527380952380953,False,NONE,VALID,TRUE
9456,C09457,LOT_16,TYPE_C,MFG_A,125.23,5.0,8.665,8.537,8.985,9.534,0,-0.12799999999999834,0.4479999999999986,0.5490000000000013,0.8690000000000015,10.028851702250453,0.005172619047619057,False,NONE,VALID,TRUE
9457,C09458,LOT_17,TYPE_C,MFG_A,124.27,3.3,9.993,10.275,10.422,10.89,0,0.28200000000000003,0.14700000000000024,0.46799999999999997,0.8970000000000002,8.976283398378868,0.005339285714285716,False,NONE,VALID,TRUE
9458,C09459,LOT_20,TYPE_A,MFG_C,126.16,5.5,9.83,9.792,10.646,10.898,0,-0.038000000000000256,0.854000000000001,0.2519999999999989,1.0679999999999996,10.864699898270597,0.006357142857142855,False,NONE,VALID,TRUE
9459,C09460,LOT_02,TYPE_C,MFG_B,124.11,5.0,8.793,9.166,9.706,9.904,0,0.3730000000000011,0.5399999999999991,0.1980000000000004,1.1110000000000007,12.635050608438538,0.006613095238095242,False,NONE,VALID,TRUE
9460,C09461,LOT_06,TYPE_C,MFG_B,122.11,3.3,12.148,12.168,12.83,13.293,0,0.019999999999999574,0.6620000000000008,0.4629999999999992,1.1449999999999996,9.42541982219295,0.006815476190476188,False,NONE,VALID,TRUE
9461,C09462,LOT_16,TYPE_A,MFG_B,124.64,3.3,8.988,9.34,10.014,9.971,0,0.3520000000000003,0.6739999999999995,-0.04299999999999926,0.9830000000000005,10.936804628393421,0.0058511904761904794,False,NONE,VALID,TRUE
9462,C09463,LOT_08,TYPE_C,MFG_A,123.71,5.5,11.842,12.907,14.935,17.09,0,1.0649999999999995,2.0280000000000005,2.1549999999999994,5.247999999999999,44.31683837189663,0.031238095238095235,False,NONE,VALID,TRUE
9463,C09464,LOT_05,TYPE_B,MFG_A,124.72,5.0,8.288,8.305,8.325,8.41,0,0.01699999999999946,0.019999999999999574,0.08500000000000085,0.12199999999999989,1.4720077220077206,0.0007261904761904755,False,NONE,VALID,TRUE
9464,C09465,LOT_06,TYPE_B,MFG_C,125.19,3.3,12.827,13.093,13.047,13.308,0,0.266,-0.045999999999999375,0.26099999999999923,0.48099999999999987,3.749902549310048,0.0028630952380952375,False,NONE,VALID,TRUE
9465,C09466,LOT_19,TYPE_B,MFG_B,126.61,3.3,11.833,12.272,12.532,13.007,0,0.43900000000000006,0.2599999999999998,0.47499999999999964,1.1739999999999995,9.921406236795399,0.006988095238095235,False,NONE,VALID,TRUE
9466,C09467,LOT_18,TYPE_C,MFG_A,126.35,5.0,7.72,7.91,8.367,8.49,0,0.1900000000000004,0.45700000000000074,0.12299999999999933,0.7700000000000005,9.974093264248712,0.004583333333333336,False,NONE,VALID,TRUE
9467,C09468,LOT_01,TYPE_C,MFG_C,120.89,3.3,11.95,14.016,20.472,37.362,0,2.0660000000000007,6.456000000000001,16.89,25.412000000000003,212.652719665272,0.15126190476190476,False,NONE,VALID,TRUE
9468,C09469,LOT_17,TYPE_C,MFG_A,127.11,5.5,10.102,10.07,10.641,10.961,0,-0.03200000000000003,0.5709999999999997,0.3200000000000003,0.859,8.503266679865373,0.005113095238095238,False,NONE,VALID,TRUE
9469,C09470,LOT_12,TYPE_A,MFG_A,125.31,3.3,11.103,16.018,26.442,40.539,1,4.915000000000001,10.424,14.097000000000001,29.436,265.11753580113486,0.1752142857142857,True,NONE,VALID,TRUE
9470,C09471,LOT_17,TYPE_C,MFG_C,122.3,3.3,10.483,12.697,16.905,22.131,1,2.2139999999999986,4.208000000000002,5.225999999999999,11.648,111.11323094534006,0.06933333333333333,False,NONE,VALID,TRUE
9471,C09472,LOT_13,TYPE_B,MFG_B,126.88,5.0,11.092,10.992,11.74,12.429,0,-0.09999999999999964,0.7479999999999993,0.6890000000000001,1.3369999999999997,12.053732419761989,0.007958333333333331,False,NONE,VALID,TRUE
9472,C09473,LOT_14,TYPE_C,MFG_C,124.07,3.3,11.155,11.4,12.153,12.522,0,0.245000000000001,0.7530000000000001,0.3689999999999998,1.3670000000000009,12.25459435230839,0.008136904761904767,False,NONE,VALID,TRUE
9473,C09474,LOT_12,TYPE_C,MFG_A,124.15,5.0,11.711,12.443,12.407,12.653,0,0.7319999999999993,-0.03599999999999959,0.24600000000000044,0.9420000000000002,8.043719579882163,0.005607142857142858,False,NONE,VALID,TRUE
9474,C09475,LOT_15,TYPE_A,MFG_A,124.63,5.5,9.95,12.477,19.557,26.399,1,2.527000000000001,7.079999999999998,6.842000000000002,16.449,165.3165829145729,0.0979107142857143,False,NONE,VALID,TRUE
9475,C09476,LOT_17,TYPE_A,MFG_C,124.66,5.0,10.67,10.879,11.417,11.861,0,0.20899999999999963,0.5380000000000003,0.44400000000000084,1.1910000000000007,11.16213683223993,0.007089285714285719,False,NONE,VALID,TRUE
9476,C09477,LOT_11,TYPE_C,MFG_A,126.57,5.5,10.316,11.039,11.128,11.679,0,0.722999999999999,0.08900000000000041,0.5510000000000002,1.3629999999999995,13.212485459480414,0.008113095238095235,False,NONE,VALID,TRUE
9477,C09478,LOT_03,TYPE_C,MFG_C,124.93,5.5,11.876,12.059,12.634,13.269,0,0.18299999999999983,0.5750000000000011,0.6349999999999998,1.3930000000000007,11.729538565173465,0.008291666666666671,False,NONE,VALID,TRUE
9478,C09479,LOT_02,TYPE_C,MFG_C,124.87,3.3,10.558,10.432,11.005,11.175,0,-0.12599999999999945,0.5730000000000004,0.16999999999999993,0.6170000000000009,5.843909831407472,0.003672619047619053,False,NONE,VALID,TRUE
9479,C09480,LOT_09,TYPE_B,MFG_A,125.32,3.3,8.876,8.751,9.278,9.421,0,-0.125,0.527000000000001,0.1429999999999989,0.5449999999999999,6.140153222172149,0.0032440476190476186,False,NONE,VALID,TRUE
9480,C09481,LOT_10,TYPE_A,MFG_C,125.04,5.0,9.911,10.492,10.834,11.532,0,0.5810000000000013,0.34199999999999875,0.6980000000000004,1.6210000000000004,16.355564524265972,0.009648809523809527,False,NONE,VALID,TRUE
9481,C09482,LOT_18,TYPE_B,MFG_C,122.3,5.5,9.104,9.006,9.278,9.749,0,-0.09799999999999898,0.27200000000000024,0.4710000000000001,0.6450000000000014,7.084797891036922,0.003839285714285722,False,NONE,VALID,TRUE
9482,C09483,LOT_01,TYPE_A,MFG_C,124.02,5.5,10.72,12.893,21.582,40.351,0,2.173,8.689,18.769,29.631,276.4085820895522,0.176375,True,NONE,VALID,TRUE
9483,C09484,LOT_18,TYPE_C,MFG_B,126.21,5.0,8.811,9.155,9.279,9.633,0,0.3439999999999994,0.12400000000000055,0.3539999999999992,0.8219999999999992,9.329247531494714,0.004892857142857138,False,NONE,VALID,TRUE
9484,C09485,LOT_02,TYPE_B,MFG_B,125.99,3.3,10.412,10.657,11.186,11.346,0,0.24499999999999922,0.5289999999999999,0.16000000000000014,0.9339999999999993,8.970418747598917,0.005559523809523805,False,NONE,VALID,TRUE
9485,C09486,LOT_10,TYPE_A,MFG_A,125.89,5.0,10.349,10.295,10.347,10.665,0,-0.05400000000000027,0.0519999999999996,0.3179999999999996,0.31599999999999895,3.053435114503807,0.0018809523809523747,False,NONE,VALID,TRUE
9486,C09487,LOT_09,TYPE_B,MFG_A,126.31,5.0,8.772,9.404,9.86,86.622,1,0.6319999999999997,0.4559999999999995,76.762,77.85,887.4829001367989,0.4633928571428571,True,NONE,VALID,TRUE
9487,C09488,LOT_12,TYPE_C,MFG_C,123.97,5.5,11.386,11.569,12.015,12.435,0,0.1830000000000016,0.44599999999999973,0.41999999999999993,1.0490000000000013,9.213068680836125,0.0062440476190476265,False,NONE,VALID,TRUE
9488,C09489,LOT_01,TYPE_B,MFG_C,121.93,5.0,11.354,14.065,23.815,30.735,1,2.7110000000000003,9.750000000000002,6.919999999999998,19.381,170.6975515236921,0.11536309523809524,False,NONE,VALID,TRUE
9489,C09490,LOT_16,TYPE_A,MFG_A,126.75,3.3,7.934,8.407,8.308,8.665,0,0.47299999999999986,-0.0990000000000002,0.3569999999999993,0.730999999999999,9.213511469624388,0.00435119047619047,False,NONE,VALID,TRUE
9490,C09491,LOT_03,TYPE_B,MFG_B,121.69,5.0,12.239,14.325,23.328,41.33,0,2.0859999999999985,9.003,18.002,29.090999999999998,237.69098782580272,0.17316071428571428,True,NONE,VALID,TRUE
9491,C09492,LOT_16,TYPE_B,MFG_C,122.01,5.0,9.574,9.488,9.807,10.384,0,-0.0860000000000003,0.31900000000000084,0.577,0.8100000000000005,8.460413620221438,0.004821428571428575,False,NONE,VALID,TRUE
9492,C09493,LOT_12,TYPE_A,MFG_B,123.27,5.0,11.827,13.412,15.324,21.09,0,1.5850000000000009,1.911999999999999,5.766,9.263,78.32079140948677,0.05513690476190476,False,NONE,VALID,TRUE
9493,C09494,LOT_18,TYPE_B,MFG_A,122.85,5.0,8.87,9.272,9.436,9.315,0,0.402000000000001,0.1639999999999997,-0.12100000000000044,0.4450000000000003,5.016910935738448,0.0026488095238095255,False,NONE,VALID,TRUE
9494,C09495,LOT_20,TYPE_A,MFG_A,123.11,5.5,10.026,11.16,8.707,9.922,0,1.1340000000000003,-2.4529999999999994,1.2149999999999999,-0.1039999999999992,-1.0373030121683544,-0.0006190476190476143,False,NONE,VALID,TRUE
9495,C09496,LOT_17,TYPE_B,MFG_B,125.3,5.0,10.55,10.56,11.27,88.031,1,0.009999999999999787,0.7099999999999991,76.76100000000001,77.48100000000001,734.4170616113744,0.4611964285714286,True,NONE,VALID,TRUE
9496,C09497,LOT_10,TYPE_B,MFG_C,123.67,3.3,10.125,10.358,10.333,10.768,0,0.23300000000000054,-0.025000000000000355,0.4350000000000005,0.6430000000000007,6.3506172839506245,0.0038273809523809562,False,NONE,VALID,TRUE
9497,C09498,LOT_09,TYPE_B,MFG_A,128.49,3.3,8.979,8.6,9.049,9.275,0,-0.37899999999999956,0.44899999999999984,0.22600000000000087,0.29600000000000115,3.296580911014603,0.0017619047619047688,False,NONE,VALID,TRUE
9498,C09499,LOT_14,TYPE_B,MFG_A,124.68,5.0,11.301,11.579,11.838,11.979,0,0.27800000000000047,0.25899999999999856,0.14100000000000001,0.677999999999999,5.999469073533307,0.00403571428571428,False,NONE,VALID,TRUE
9499,C09500,LOT_13,TYPE_B,MFG_C,124.29,5.0,10.673,11.095,11.391,11.518,0,0.4220000000000006,0.2959999999999994,0.12700000000000067,0.8450000000000006,7.917174177831917,0.005029761904761908,False,NONE,VALID,TRUE
9500,C09501,LOT_16,TYPE_A,MFG_C,123.6,5.0,9.135,10.115,11.723,14.111,0,0.9800000000000004,1.6080000000000005,2.388,4.976000000000001,54.47181171319103,0.029619047619047625,False,NONE,VALID,TRUE
9501,C09502,LOT_10,TYPE_A,MFG_C,124.35,5.0,10.207,10.949,14.739,20.802,0,0.7419999999999991,3.790000000000001,6.062999999999999,10.594999999999999,103.80131282453216,0.06306547619047619,False,NONE,VALID,TRUE
9502,C09503,LOT_10,TYPE_C,MFG_C,122.01,5.0,10.236,10.42,10.721,11.335,0,0.18399999999999928,0.30100000000000016,0.6140000000000008,1.0990000000000002,10.73661586557249,0.006541666666666668,False,NONE,VALID,TRUE
9503,C09504,LOT_03,TYPE_C,MFG_B,123.61,5.0,11.429,11.814,12.285,12.369,0,0.3849999999999998,0.4710000000000001,0.08399999999999963,0.9399999999999995,8.224691574065968,0.005595238095238092,False,NONE,VALID,TRUE
9504,C09505,LOT_04,TYPE_A,MFG_C,127.24,3.3,10.592,14.831,25.658,38.679,1,4.238999999999999,10.827000000000002,13.021,28.087000000000003,265.171827794562,0.16718452380952384,True,NONE,VALID,TRUE
9505,C09506,LOT_17,TYPE_A,MFG_B,124.5,5.0,9.553,9.744,10.634,10.951,0,0.19099999999999895,0.8900000000000006,0.31700000000000017,1.3979999999999997,14.634146341463412,0.00832142857142857,False,NONE,VALID,TRUE
9506,C09507,LOT_20,TYPE_C,MFG_B,125.97,5.5,11.093,11.526,11.811,11.838,0,0.43299999999999983,0.28500000000000014,0.026999999999999247,0.7449999999999992,6.71594699359956,0.004434523809523805,False,NONE,VALID,TRUE
9507,C09508,LOT_13,TYPE_A,MFG_A,125.56,3.3,10.319,10.408,10.936,11.452,0,0.08899999999999864,0.5280000000000005,0.516,1.1329999999999991,10.97974609942823,0.006744047619047614,False,NONE,VALID,TRUE
9508,C09509,LOT_07,TYPE_C,MFG_B,126.88,3.3,11.945,12.285,12.642,12.884,0,0.33999999999999986,0.3569999999999993,0.24200000000000088,0.9390000000000001,7.861029719547928,0.005589285714285715,False,NONE,VALID,TRUE
9509,C09510,LOT_02,TYPE_C,MFG_A,125.77,5.0,10.469,10.931,11.258,11.903,0,0.46199999999999974,0.32699999999999996,0.6450000000000014,1.434000000000001,13.697583341293354,0.008535714285714292,False,NONE,VALID,TRUE
9510,C09511,LOT_01,TYPE_A,MFG_C,124.27,3.3,12.194,12.633,12.795,13.62,0,0.4389999999999983,0.1620000000000008,0.8249999999999993,1.4259999999999984,11.694275873380338,0.008488095238095229,False,NONE,VALID,TRUE
9511,C09512,LOT_14,TYPE_A,MFG_A,122.86,5.0,11.489,11.601,12.471,12.369,0,0.1120000000000001,0.8699999999999992,-0.10200000000000031,0.879999999999999,7.659500391678987,0.005238095238095232,False,NONE,VALID,TRUE
9512,C09513,LOT_13,TYPE_C,MFG_A,124.24,5.5,9.796,9.862,10.271,10.608,0,0.06600000000000072,0.4090000000000007,0.33699999999999974,0.8120000000000012,8.289097590853423,0.0048333333333333405,False,NONE,VALID,TRUE
9513,C09514,LOT_06,TYPE_A,MFG_C,124.24,3.3,12.459,13.301,15.383,18.242,0,0.8420000000000005,2.081999999999999,2.8590000000000018,5.783000000000001,46.41624528453328,0.034422619047619056,False,NONE,VALID,TRUE
9514,C09515,LOT_04,TYPE_B,MFG_C,124.37,5.5,12.014,13.147,15.962,21.817,0,1.133000000000001,2.8149999999999995,5.855,9.803,81.59647078408524,0.05835119047619048,False,NONE,VALID,TRUE
9515,C09516,LOT_02,TYPE_A,MFG_C,126.88,3.3,9.483,9.251,9.793,10.32,0,-0.2320000000000011,0.5419999999999998,0.527000000000001,0.8369999999999997,8.826320784561844,0.004982142857142856,False,NONE,VALID,TRUE
9516,C09517,LOT_14,TYPE_B,MFG_C,123.24,5.0,11.834,11.529,12.233,12.2,0,-0.3049999999999997,0.7040000000000006,-0.03300000000000125,0.36599999999999966,3.0927835051546366,0.0021785714285714264,False,NONE,VALID,TRUE
9517,C09518,LOT_13,TYPE_C,MFG_A,124.74,3.3,10.092,10.177,10.151,10.584,0,0.08499999999999908,-0.0259999999999998,0.43299999999999983,0.4919999999999991,4.875148632580252,0.002928571428571423,False,NONE,VALID,TRUE
9518,C09519,LOT_07,TYPE_B,MFG_A,124.95,5.0,12.789,14.369,16.055,19.678,0,1.58,1.686,3.623000000000001,6.889000000000001,53.86660411290954,0.041005952380952386,False,NONE,VALID,TRUE
9519,C09520,LOT_15,TYPE_A,MFG_C,125.82,5.5,10.056,10.576,10.305,10.79,0,0.5200000000000014,-0.2710000000000008,0.48499999999999943,0.734,7.2991249005568815,0.004369047619047619,False,NONE,VALID,TRUE
9520,C09521,LOT_17,TYPE_B,MFG_C,125.3,5.0,10.762,10.752,11.254,11.258,0,-0.009999999999999787,0.5019999999999989,0.0039999999999995595,0.49599999999999866,4.608808771603778,0.0029523809523809446,False,NONE,VALID,TRUE
9521,C09522,LOT_11,TYPE_B,MFG_A,125.57,5.5,9.949,11.898,19.801,35.55,0,1.9489999999999998,7.902999999999999,15.748999999999999,25.601,257.32234395416623,0.15238690476190475,False,NONE,VALID,TRUE
9522,C09523,LOT_06,TYPE_A,MFG_A,124.68,5.0,12.227,12.547,12.929,13.329,0,0.3200000000000003,0.3819999999999997,0.40000000000000036,1.1020000000000003,9.012840435102644,0.006559523809523811,False,NONE,VALID,TRUE
9523,C09524,LOT_01,TYPE_C,MFG_A,125.55,5.5,11.639,11.9,12.556,13.144,0,0.261000000000001,0.6559999999999988,0.588000000000001,1.5050000000000008,12.93066414640434,0.008958333333333337,False,NONE,VALID,TRUE
9524,C09525,LOT_16,TYPE_B,MFG_B,127.09,5.0,8.061,8.353,8.6,8.627,0,0.2919999999999998,0.2469999999999999,0.027000000000001023,0.5660000000000007,7.021461357151727,0.0033690476190476235,False,NONE,VALID,TRUE
9525,C09526,LOT_12,TYPE_A,MFG_A,126.69,5.0,11.98,14.146,16.596,24.52,0,2.1660000000000004,2.4499999999999993,7.9239999999999995,12.54,104.6744574290484,0.07464285714285714,False,NONE,VALID,TRUE
9526,C09527,LOT_07,TYPE_C,MFG_A,123.51,5.5,12.205,12.598,12.84,13.711,0,0.3930000000000007,0.2419999999999991,0.8710000000000004,1.5060000000000002,12.339205243752563,0.008964285714285716,False,NONE,VALID,TRUE
9527,C09528,LOT_01,TYPE_B,MFG_A,127.88,5.0,11.254,11.763,13.642,17.975,0,0.5090000000000003,1.8789999999999996,4.333000000000002,6.721000000000002,59.720988093122465,0.04000595238095239,False,NONE,VALID,TRUE
9528,C09529,LOT_17,TYPE_A,MFG_B,124.42,5.5,9.24,9.568,9.475,10.132,0,0.3279999999999994,-0.09299999999999997,0.657,0.8919999999999995,9.653679653679648,0.0053095238095238065,False,NONE,VALID,TRUE
9529,C09530,LOT_19,TYPE_A,MFG_B,127.03,3.3,10.778,10.958,11.666,11.661,0,0.17999999999999972,0.7080000000000002,-0.005000000000000782,0.8829999999999991,8.192614585266275,0.005255952380952376,False,NONE,VALID,TRUE
9530,C09531,LOT_10,TYPE_A,MFG_A,123.89,3.3,9.111,9.758,9.954,10.276,0,0.6469999999999985,0.1960000000000015,0.3219999999999992,1.1649999999999991,12.78674130172318,0.0069345238095238045,False,NONE,VALID,TRUE
9531,C09532,LOT_06,TYPE_A,MFG_A,126.87,5.0,12.668,13.596,16.292,20.401,0,0.9280000000000008,2.6960000000000015,4.108999999999998,7.7330000000000005,61.04357436059363,0.04602976190476191,False,NONE,VALID,TRUE
9532,C09533,LOT_13,TYPE_A,MFG_A,124.86,3.3,10.748,11.089,11.196,11.739,0,0.3410000000000011,0.10699999999999932,0.543000000000001,0.9910000000000014,9.220320059545976,0.005898809523809533,False,NONE,VALID,TRUE
9533,C09534,LOT_18,TYPE_C,MFG_B,125.44,5.0,8.605,8.913,9.115,9.147,0,0.30799999999999983,0.20199999999999996,0.03200000000000003,0.5419999999999998,6.2986635676931995,0.003226190476190475,False,NONE,VALID,TRUE
9534,C09535,LOT_12,TYPE_B,MFG_A,127.02,5.5,11.623,12.422,18.008,24.814,0,0.7990000000000013,5.5859999999999985,6.806000000000001,13.191,113.49049298804097,0.07851785714285715,False,NONE,VALID,TRUE
9535,C09536,LOT_01,TYPE_A,MFG_C,125.63,5.0,10.708,10.875,11.403,11.819,0,0.16699999999999982,0.5280000000000005,0.41600000000000037,1.1110000000000007,10.375420246544644,0.006613095238095242,False,NONE,VALID,TRUE
9536,C09537,LOT_04,TYPE_B,MFG_A,124.8,5.5,11.226,11.722,11.572,11.758,0,0.49599999999999866,-0.15000000000000036,0.18599999999999994,0.5319999999999983,4.738998752895049,0.003166666666666656,False,NONE,VALID,TRUE
9537,C09538,LOT_02,TYPE_B,MFG_C,126.19,5.0,10.828,11.64,16.439,22.945,0,0.8120000000000012,4.7989999999999995,6.506,12.117,111.90432212781678,0.07212500000000001,False,NONE,VALID,TRUE
9538,C09539,LOT_09,TYPE_B,MFG_A,125.73,3.3,9.075,9.666,12.882,22.511,0,0.5910000000000011,3.2159999999999993,9.629,13.436,148.0550964187328,0.07997619047619048,False,NONE,VALID,TRUE
9539,C09540,LOT_10,TYPE_C,MFG_B,124.93,3.3,10.363,11.726,16.362,27.845,0,1.3630000000000013,4.6359999999999975,11.483,17.482,168.69632345845798,0.10405952380952381,False,NONE,VALID,TRUE
9540,C09541,LOT_11,TYPE_A,MFG_B,124.58,5.5,10.589,10.604,10.842,10.857,0,0.014999999999998792,0.23800000000000132,0.014999999999998792,0.2679999999999989,2.5309283218434118,0.0015952380952380888,False,NONE,VALID,TRUE
9541,C09542,LOT_16,TYPE_A,MFG_A,123.53,5.0,8.416,8.379,8.959,9.109,0,-0.03700000000000081,0.5800000000000001,0.15000000000000036,0.6929999999999996,8.234315589353606,0.004124999999999998,False,NONE,VALID,TRUE
9542,C09543,LOT_03,TYPE_A,MFG_A,124.87,5.5,11.543,13.396,17.099,22.734,0,1.8530000000000015,3.7029999999999994,5.635000000000002,11.191000000000003,96.9505327904358,0.06661309523809525,False,NONE,VALID,TRUE
9543,C09544,LOT_19,TYPE_A,MFG_A,126.89,5.0,10.997,10.934,11.064,11.613,0,-0.06300000000000061,0.13000000000000078,0.5489999999999995,0.6159999999999997,5.601527689369825,0.0036666666666666644,False,NONE,VALID,TRUE
9544,C09545,LOT_06,TYPE_B,MFG_B,125.57,3.3,11.516,12.804,14.855,18.92,0,1.2880000000000003,2.051,4.065000000000001,7.404000000000002,64.29315734630082,0.04407142857142858,False,NONE,VALID,TRUE
9545,C09546,LOT_11,TYPE_A,MFG_C,123.18,5.0,10.232,10.305,10.393,10.894,0,0.0730000000000004,0.08800000000000097,0.5009999999999994,0.6620000000000008,6.4698983580922675,0.003940476190476196,False,NONE,VALID,TRUE
9546,C09547,LOT_05,TYPE_B,MFG_B,126.37,5.0,8.54,11.436,19.132,29.726,1,2.896000000000001,7.6960000000000015,10.593999999999998,21.186,248.07962529274005,0.12610714285714286,False,NONE,VALID,TRUE
9547,C09548,LOT_08,TYPE_C,MFG_C,125.87,5.0,11.084,11.375,11.758,11.736,0,0.29100000000000037,0.3829999999999991,-0.021999999999998465,0.652000000000001,5.88235294117648,0.003880952380952387,False,NONE,VALID,TRUE
9548,C09549,LOT_17,TYPE_C,MFG_A,125.47,5.0,10.321,10.111,10.626,10.741,0,-0.20999999999999908,0.5149999999999988,0.11500000000000021,0.41999999999999993,4.069373122759422,0.0024999999999999996,False,NONE,VALID,TRUE
